QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	-35.362296	149.165143	581.960022	1
1	0	3	22	15.000000	0.000000	0.000000	0.000000	0.000000	0.000000	50.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.360000	149.161600	50.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.358000	149.161600	50.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.358000	149.156000	50.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.355000	149.156000	50.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.355000	149.165000	50.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.358000	149.165000	50.000000	1
8	0	0	177	4.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
9	0	0	189	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.366819	149.163773	50.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.366684	149.165691	50.000000	1
12	0	3	21	0.000000	0.000000	0.000000	1.000000	-35.363256	149.165265	0.000000	1
